JW=  1    A=   87.09    NA=  1454    Q(I)=0.10/0.08/0.08/0.10/0.07/0.13/0.06/0.06/0.10/0.08/0.08/0.05/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
   1296       77.41        3       1       46.3          0.0       0.0       0.0          0.64         50
   1297       77.49        6       7       11.9          0.0       0.0       0.0          0.64         63
   1298       77.78        4       2       50.7          0.0       0.0       0.0          0.33         34
   1299       77.80       11       1       26.5          0.0       0.0       0.0          0.04         24
   1300       77.83        7       1       57.3          0.0       0.0       0.0          0.00         24

JW=  1    A=   87.09    NA=  1454    Q(I)=0.10/0.08/0.08/0.10/0.07/0.13/0.06/0.06/0.10/0.08/0.08/0.05/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
   1301       77.90        1       9        0.0          0.0       0.0       0.0          1.56         30
   1302       77.96        9       1       51.2          0.0       0.0       0.0          0.21         45
   1303       77.99        3       1       43.1          0.0       0.0       0.0          0.48         63
   1304       78.19        3       1       46.6          0.0       0.0       0.0          0.38          2
   1305       78.26        5       2       32.6          2.0       0.0      -0.0          0.49         57
   1306       78.34        6       7       11.2          0.0       0.0       0.0          0.67         42
   1307       78.35        6       6       51.2          0.0       0.0       0.0          0.44         10
   1308       78.45       12       2       66.0          0.0       0.0       0.0          1.32         14
   1309       78.49        6       1       66.8          0.0       0.0       0.0          0.84         37
   1310       78.65        9       1       38.4          0.0       0.0       0.0          0.38         50
   1311       78.73       10       1       37.9          0.0       0.0       0.0          0.29         35
   1312       78.73        3       1       41.1          0.0       0.0       0.0          0.37         35
   1313       78.74       10       1       36.8          0.0       0.0       0.0          0.23         38
   1314       78.81       10       1       42.5          0.0       0.0       0.0          0.33         40
   1315       78.81       10       1       48.7          0.0       0.0       0.0          0.18         49
   1316       78.88        3       1       62.6          0.0       0.0       0.0          0.29         35
   1317       78.90        4       1       35.7          0.0       0.0       0.0          0.01         31
   1318       78.92        1       6        0.0          0.0       0.0       0.0          0.71         15
   1319       78.95       11       2       11.0          0.0       0.0       0.0          0.00         47
   1320       78.97       12       2       43.5          0.0       0.0       0.0          1.66         61
   1321       79.19       10       1       48.8          0.0       0.0       0.0          0.23         50
   1322       79.43       11       1       26.4          0.0       0.0       0.0          0.07         38
   1323       79.50       11       1       28.1          0.0       0.0       0.0          0.05          1
   1324       79.50       10       1       55.0          0.0       0.0       0.0          0.23         57
   1325       79.64        6       7       12.7          0.0       0.0       0.0          0.54         61
   1326       79.65        1       6        0.0          0.0       0.0       0.0          1.60         32
   1327       79.86        5       1       49.2         36.0      18.0      13.0          0.19         32
   1328       80.00        4       1       41.8          0.0       0.0       0.0          0.00         13
   1329       80.01        7       1       43.4          0.0       0.0       0.0          0.00         54
   1330       80.11       11       1       29.0          0.0       0.0       0.0          0.05         10
   1331       80.16        9       1       46.8          0.0       0.0       0.0          0.34         32
   1332       80.22       12       1       56.2          0.0       0.0       0.0          0.67         25
   1333       80.32        6       6       34.7          0.0       0.0       0.0          0.86         60
   1334       80.33        3       1       63.5          0.0       0.0       0.0          0.30         20
   1335       80.37        5       1       61.5         47.0     -31.0      17.0          0.55          4
   1336       80.39        1       2        0.0          0.0       0.0       0.0          0.00         33
   1337       80.47        5       2       27.7         16.0     -10.0       5.0          0.35         39
   1338       80.52       10       1       58.6          0.0       0.0       0.0          0.21         20
   1339       80.57        7       1       35.5          0.0       0.0       0.0          0.00          9
   1340       80.57        3       1       51.2          0.0       0.0       0.0          0.33         27
   1341       80.59        6       9       32.7          0.0       0.0       0.0          2.03         62
   1342       80.64        7       2       45.0          0.0       0.0       0.0          0.00         19
   1343       80.90        8       2       24.9          0.0       0.0       0.0          0.00         12
   1344       81.15        3       1       49.6          0.0       0.0       0.0          0.49         23
   1345       81.16        1       4        0.0          0.0       0.0       0.0          1.62         47
   1346       81.20        5       2       29.0          4.0      -4.0       1.0          0.53         14
   1347       81.24        7       1       35.9          0.0       0.0       0.0          0.00         29
   1348       81.26        8       1       60.6          0.0       0.0       0.0          0.00          5
   1349       81.29        3       1       49.1          0.0       0.0       0.0          0.42         41
   1350       81.30        6       5       53.0          0.0       0.0       0.0          1.31         26

JW=  1    A=   87.09    NA=  1454    Q(I)=0.10/0.08/0.08/0.10/0.07/0.13/0.06/0.06/0.10/0.08/0.08/0.05/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
   1351       81.31        8       2       21.3          0.0       0.0       0.0          0.00         15
   1352       81.33        6       7       11.8          0.0       0.0       0.0          0.29         54
   1353       81.41       10       1       47.1          0.0       0.0       0.0          0.24         15
   1354       81.42        6       1       69.3          0.0       0.0       0.0          1.25         14
   1355       81.51        5       2       41.4        -37.0      15.0      13.0          0.60         38
   1356       81.57        2       1       42.7          0.0       0.0       0.0          0.10         25
   1357       81.58        3       1       46.6          0.0       0.0       0.0          0.38         29
   1358       81.67        4       1       41.4          0.0       0.0       0.0          0.01         21
   1359       81.81        3       1       54.2          0.0       0.0       0.0          0.43         26
   1360       81.88        3       1       57.2          0.0       0.0       0.0          0.62         27
   1361       81.99        4       2       49.7          0.0       0.0       0.0          0.17         18
   1362       82.11       12       2       63.8          0.0       0.0       0.0          0.34         12
   1363       82.12        5       2       50.6        -41.0     -27.0     -15.0          0.82          6
   1364       82.21        8       2       17.0          0.0       0.0       0.0          0.00         48
   1365       82.27       11       1       47.3          0.0       0.0       0.0          0.03         30
   1366       82.35        6       4       25.1          0.0       0.0       0.0          0.35         45
   1367       82.38        9       1       39.8          0.0       0.0       0.0          0.27         29
   1368       82.41        9       1       41.0          0.0       0.0       0.0          0.35         10
   1369       82.54        6       7       11.8          0.0       0.0       0.0          0.72         16
   1370       82.58        5       2       50.7        -43.0     -18.0      16.0          1.24         44
   1371       82.66        9       1       40.1          0.0       0.0       0.0          0.57         27
   1372       82.73        5       3       35.7         10.0      10.0      -3.0          1.19         55
   1373       82.75        2       1       37.2          0.0       0.0       0.0          0.48         35
   1374       82.80       11       2       10.5          0.0       0.0       0.0          0.77         61
   1375       82.83       11       1       45.4          0.0       0.0       0.0          0.08          2
   1376       82.96       10       1       46.5          0.0       0.0       0.0          0.24         38
   1377       83.17       10       1       57.3          0.0       0.0       0.0          0.19         31
   1378       83.20        6       2       61.3          0.0       0.0       0.0          0.71          6
   1379       83.29        3       1       54.3          0.0       0.0       0.0          0.52         51
   1380       83.41        9       1       63.1          0.0       0.0       0.0          0.59         51
   1381       83.43        3       1       64.4          0.0       0.0       0.0          0.71         53
   1382       83.47        3       1       73.6          0.0       0.0       0.0          0.31         29
   1383       83.56        6       3       36.2          0.0       0.0       0.0          1.38          7
   1384       83.61        3       1       71.5          0.0       0.0       0.0          0.40          8
   1385       83.66        7       1       35.2          0.0       0.0       0.0          0.00         12
   1386       83.91        3       1       49.9          0.0       0.0       0.0          0.61         52
   1387       83.92       11       1       39.5          0.0       0.0       0.0          0.01         15
   1388       84.00        9       1       67.1          0.0       0.0       0.0          0.37         45
   1389       84.05        4       1       65.4          0.0       0.0       0.0          0.01         20
   1390       84.20        4       1       54.9          0.0       0.0       0.0          0.01          1
   1391       84.21        7       1       59.2          0.0       0.0       0.0          0.00          8
   1392       84.34        6       6       25.9          0.0       0.0       0.0          0.69         40
   1393       84.46       11       1       44.5          0.0       0.0       0.0          0.03         32
   1394       84.47        2       1       41.3          0.0       0.0       0.0          0.39         12
   1395       84.51        9       1       65.4          0.0       0.0       0.0          0.24         21
   1396       84.52        4       1       36.4          0.0       0.0       0.0          0.02         17
   1397       84.53        2       1       29.3          0.0       0.0       0.0          0.46         32
   1398       84.55        4       2       41.6          0.0       0.0       0.0          0.00         42
   1399       84.55        1       9        0.0          0.0       0.0       0.0          0.56         10
   1400       84.58       12       2       32.6          0.0       0.0       0.0          0.59         16

JW=  1    A=   87.09    NA=  1454    Q(I)=0.10/0.08/0.08/0.10/0.07/0.13/0.06/0.06/0.10/0.08/0.08/0.05/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
   1401       84.77        2       1       31.0          0.0       0.0       0.0          0.31         57
   1402       84.78       12       2       48.6          0.0       0.0       0.0          1.06          1
   1403       84.82        3       1       59.5          0.0       0.0       0.0          0.38         33
   1404       84.86        8       1       53.9          0.0       0.0       0.0          0.00         26
   1405       84.89        7       2       44.9          0.0       0.0       0.0          0.00         36
   1406       84.93        6       4       44.6          0.0       0.0       0.0          0.41         37
   1407       85.03        8       2       18.6          0.0       0.0       0.0          0.00         23
   1408       85.08        6       6       29.0          0.0       0.0       0.0          0.71         56
   1409       85.09       12       2       70.7          0.0       0.0       0.0          1.37         13
   1410       85.11        9       1       43.3          0.0       0.0       0.0          0.68         23
   1411       85.14       12       1       57.2          0.0       0.0       0.0          0.91         41
   1412       85.17        8       1       51.8          0.0       0.0       0.0          0.00         19
   1413       85.18        3       1       49.2          0.0       0.0       0.0          0.24         55
   1414       85.21       11       1       27.2          0.0       0.0       0.0          0.05         19
   1415       85.50       10       1       46.1          0.0       0.0       0.0          0.35         17
   1416       85.54        4       1       34.5          0.0       0.0       0.0          0.02         38
   1417       85.56        6       7       11.6          0.0       0.0       0.0          0.67         32
   1418       85.56        1       1        0.0          0.0       0.0       0.0          0.74         60
   1419       85.56        4       1       31.0          0.0       0.0       0.0          0.01         48
   1420       85.62        6       1       73.1          0.0       0.0       0.0          1.53         26
   1421       85.70       11       2       11.2          0.0       0.0       0.0          0.47         41
   1422       85.82        7       1       57.8          0.0       0.0       0.0          0.00         46
   1423       85.84        5       2       52.3         70.0      44.0     -25.0          0.31         57
   1424       86.02        5       1       47.8         19.0      15.0       6.0          1.15         58
   1425       86.27        8       1       48.2          0.0       0.0       0.0          0.00         33
   1426       86.33       10       1       50.1          0.0       0.0       0.0          0.08         31
   1427       86.35        2       1       19.8          0.0       0.0       0.0          0.12         57
   1428       86.35        3       1       49.5          0.0       0.0       0.0          0.57         56
   1429       86.36        6       5       42.4          0.0       0.0       0.0          1.05         45
   1430       86.40        7       2       31.9          0.0       0.0       0.0          0.00         51
   1431       86.43        4       1       48.7          0.0       0.0       0.0          0.00         59
   1432       86.46        9       1       43.3          0.0       0.0       0.0          0.20         23
   1433       86.50       11       1       21.3          0.0       0.0       0.0          0.08         26
   1434       86.55       10       1       44.3          0.0       0.0       0.0          0.31         26
   1435       86.62        5       1       55.6         -7.0      -3.0       2.0          0.60         60
   1436       86.74        4       1       57.0          0.0       0.0       0.0          0.02         61
   1437       86.80       10       1       36.0          0.0       0.0       0.0          0.35         18
   1438       86.85        8       1       41.3          0.0       0.0       0.0          0.00         46
   1439       86.86        6       8       74.3          0.0       0.0       0.0          0.61         10
   1440       86.88        8       1       41.3          0.0       0.0       0.0          0.00         24
   1441       86.95        4       1       68.6          0.0       0.0       0.0          0.00         13
   1442       87.00        4       1       63.2          0.0       0.0       0.0          0.02         15
   1443       87.02        8       2       33.3          0.0       0.0       0.0          0.00         21
   1444       87.06        6       8       63.2          0.0       0.0       0.0          1.03         21
   1445       87.09        2       1       35.7          0.0       0.0       0.0          0.09         61
   1446       87.28        3       1       46.0          0.0       0.0       0.0          0.27          8
   1447       87.57       12       1       81.7          0.0       0.0       0.0          1.46         13
   1448       87.62        4       2       42.3          0.0       0.0       0.0          0.14          4
   1449       87.72        1       2        0.0          0.0       0.0       0.0          0.96         56
   1450       87.84        8       2       26.0          0.0       0.0       0.0          0.00         22

JW=  1    A=   87.09    NA=  1454    Q(I)=0.10/0.08/0.08/0.10/0.07/0.13/0.06/0.06/0.10/0.08/0.08/0.05/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
   1451       87.98        6       7       12.8          0.0       0.0       0.0          0.28         25
   1452       87.99        1       1        0.0          0.0       0.0       0.0          1.68          3
   1453       88.06       10       1       34.9          0.0       0.0       0.0          0.33         46
   1454       88.20        1      10        0.0          0.0       0.0       0.0          1.54         28

JW=  2    A=   61.54    NA=  1179    Q(I)=0.09/0.10/0.10/0.11/0.06/0.09/0.07/0.07/0.09/0.09/0.09/0.06/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
      1        0.00       10       1       54.1          0.0       0.0       0.0          0.20         49
      2        0.04        6       8       56.6          0.0       0.0       0.0          1.87         10
      3        0.12       10       1       56.8          0.0       0.0       0.0          0.38         39
      4        0.14       12       2       66.9          0.0       0.0       0.0          0.41         32
      5        0.20        4       2       30.8          0.0       0.0       0.0          0.19         28
      6        0.26        1       6        0.0          0.0       0.0       0.0          0.85         49
      7        0.28        8       1       47.6          0.0       0.0       0.0          0.00         14
      8        0.28       11       1       30.6          0.0       0.0       0.0          0.03         25
      9        0.30       12       2       45.6          0.0       0.0       0.0          0.75         10
     10        0.31        7       2       38.6          0.0       0.0       0.0          0.00         33
     11        0.35        7       1       59.9          0.0       0.0       0.0          0.00         15
     12        0.38        5       2       46.5        -44.0      25.0      15.0          0.34         50
     13        0.42        3       1       39.2          0.0       0.0       0.0          0.93         13
     14        0.45        6       1       66.8          0.0       0.0       0.0          0.43         53
     15        0.52        8       1       60.4          0.0       0.0       0.0          0.00         16
     16        0.53       11       1       32.5          0.0       0.0       0.0          0.08         35
     17        0.60        5       2       21.1        -60.0     -60.0     -20.0          1.18         45
     18        0.64        8       2       21.3          0.0       0.0       0.0          0.00          4
     19        0.68        2       1       53.3          0.0       0.0       0.0          0.57         44
     20        0.79        7       2       40.9          0.0       0.0       0.0          0.00         32
     21        0.85        6       9       52.0          0.0       0.0       0.0          2.96         13
     22        1.03        6       7       12.7          0.0       0.0       0.0          0.00         61
     23        1.06        3       1       43.4          0.0       0.0       0.0          0.99         60
     24        1.06       12       1       79.4          0.0       0.0       0.0          0.17         22
     25        1.14        6       3       33.6          0.0       0.0       0.0          1.17         18
     26        1.15        6       6       28.1          0.0       0.0       0.0          1.46         36
     27        1.22        9       1       54.2          0.0       0.0       0.0          0.34         43
     28        1.26        9       1       42.1          0.0       0.0       0.0          0.75         26
     29        1.29        4       1       43.3          0.0       0.0       0.0          0.32         45
     30        1.30        7       1       46.2          0.0       0.0       0.0          0.00         31
     31        1.31        1      10        0.0          0.0       0.0       0.0          1.36          5
     32        1.34        5       2       39.2        -51.0     -46.0     -18.0          0.74         18
     33        1.50       11       1       42.7          0.0       0.0       0.0          0.03         45
     34        1.51        6       6       21.9          0.0       0.0       0.0          1.26         29
     35        1.53        4       2       31.2          0.0       0.0       0.0          0.06          8
     36        1.59        7       1       49.8          0.0       0.0       0.0          0.00         60
     37        1.63        8       2       30.3          0.0       0.0       0.0          0.00         62
     38        1.73        5       2       15.3         37.0      16.0      13.0          1.49         18
     39        1.73        3       1       63.1          0.0       0.0       0.0          1.15         52
     40        1.74        3       1       70.1          0.0       0.0       0.0          0.53         52
     41        1.76        3       1       44.7          0.0       0.0       0.0          0.46         44
     42        1.77        4       2       24.6          0.0       0.0       0.0          0.04         48
     43        1.98        3       1       45.4          0.0       0.0       0.0          1.15         30
     44        1.99        2       1       40.4          0.0       0.0       0.0          0.64         52
     45        2.32        7       1       62.0          0.0       0.0       0.0          0.00         61
     46        2.32       11       2       10.2          0.0       0.0       0.0          0.45          4
     47        2.36       10       1       49.1          0.0       0.0       0.0          0.49         25
     48        2.39        6       5       46.6          0.0       0.0       0.0          1.46         49
     49        2.43        8       2       26.5          0.0       0.0       0.0          0.00         37
     50        2.53        3       1       65.6          0.0       0.0       0.0          0.98         41

JW=  2    A=   61.54    NA=  1179    Q(I)=0.09/0.10/0.10/0.11/0.06/0.09/0.07/0.07/0.09/0.09/0.09/0.06/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
     51        2.54       11       1       48.4          0.0       0.0       0.0          0.22          9
     52        2.57        2       1       53.4          0.0       0.0       0.0          0.90         41
     53        2.62       10       1       42.1          0.0       0.0       0.0          0.29         11
     54        2.71        1       4        0.0          0.0       0.0       0.0          1.74         24
     55        2.75        9       1       54.3          0.0       0.0       0.0          0.44         62
     56        2.82        9       1       62.9          0.0       0.0       0.0          0.50         23
     57        2.87       11       1       47.5          0.0       0.0       0.0          0.02         10
     58        2.96       10       1       34.1          0.0       0.0       0.0          0.00         38
     59        3.06        9       1       53.3          0.0       0.0       0.0          0.78         10
     60        3.07        8       1       65.1          0.0       0.0       0.0          0.00         62
     61        3.10        5       3       20.3         16.0      16.0       6.0          0.05         39
     62        3.25        5       2       29.5         66.0      63.0     -22.0          0.49         18
     63        3.28       11       1       21.8          0.0       0.0       0.0          0.19          2
     64        3.45        1      11        0.0          0.0       0.0       0.0          3.68         36
     65        3.56        4       1       34.3          0.0       0.0       0.0          0.32         51
     66        3.58        4       1       55.4          0.0       0.0       0.0          0.46          7
     67        3.59       12       2       53.4          0.0       0.0       0.0          0.77         60
     68        3.64        3       1       47.8          0.0       0.0       0.0          0.20         40
     69        3.67        4       1       41.5          0.0       0.0       0.0          0.46         49
     70        3.76        6       7       10.8          0.0       0.0       0.0          1.10         52
     71        3.92       12       1       75.5          0.0       0.0       0.0          0.35         59
     72        4.00        6       7       10.6          0.0       0.0       0.0          1.26         35
     73        4.02        9       1       57.9          0.0       0.0       0.0          0.41         17
     74        4.03       12       1       72.2          0.0       0.0       0.0          1.37         23
     75        4.04        2       1       48.6          0.0       0.0       0.0          0.50         58
     76        4.13        7       2       32.8          0.0       0.0       0.0          0.00         26
     77        4.14       11       1       50.5          0.0       0.0       0.0          0.14         40
     78        4.16        3       1       57.9          0.0       0.0       0.0          0.41         42
     79        4.29       11       1       27.4          0.0       0.0       0.0          0.36          7
     80        4.34        9       1       63.3          0.0       0.0       0.0          0.11         50
     81        4.36       11       1       34.9          0.0       0.0       0.0          0.31         56
     82        4.41        1       7        0.0          0.0       0.0       0.0          0.89         34
     83        4.44        5       2       19.2         26.0      25.0       8.0          0.72         24
     84        4.46       10       1       44.4          0.0       0.0       0.0          0.44         27
     85        4.48        9       1       45.5          0.0       0.0       0.0          0.09         33
     86        4.48        3       1       58.9          0.0       0.0       0.0          0.12         21
     87        4.52        4       2       21.9          0.0       0.0       0.0          0.07          5
     88        4.57       10       1       46.6          0.0       0.0       0.0          0.19          4
     89        4.58        7       1       58.8          0.0       0.0       0.0          0.00          2
     90        4.65        8       1       51.0          0.0       0.0       0.0          0.00         58
     91        4.75        5       3       45.1        -39.0     -14.0     -13.0          0.43         23
     92        4.75        1       3        0.0          0.0       0.0       0.0          1.54         53
     93        4.81        3       1       59.9          0.0       0.0       0.0          0.97         58
     94        4.91        1       4        0.0          0.0       0.0       0.0          0.85         27
     95        5.00        7       1       57.1          0.0       0.0       0.0          0.00         32
     96        5.06        2       1       31.0          0.0       0.0       0.0          0.26         49
     97        5.08       11       1       22.0          0.0       0.0       0.0          0.09         19
     98        5.15       11       1       21.8          0.0       0.0       0.0          0.26         37
     99        5.17        8       1       43.2          0.0       0.0       0.0          0.00         57
    100        5.18       11       1       20.3          0.0       0.0       0.0          0.30         12

JW=  2    A=   61.54    NA=  1179    Q(I)=0.09/0.10/0.10/0.11/0.06/0.09/0.07/0.07/0.09/0.09/0.09/0.06/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    101        5.20        5       1       45.0         67.0      41.0      23.0          0.61         48
    102        5.30        8       2       21.3          0.0       0.0       0.0          0.00          9
    103        5.30       10       1       41.8          0.0       0.0       0.0          0.49         22
    104        5.32        2       1       22.1          0.0       0.0       0.0          0.90         15
    105        5.32        9       1       57.0          0.0       0.0       0.0          0.72         20
    106        5.36       12       1       53.2          0.0       0.0       0.0          0.48         62
    107        5.36        2       1       18.6          0.0       0.0       0.0          0.89         10
    108        5.41       10       1       43.9          0.0       0.0       0.0          0.51          7
    109        5.52        1       2        0.0          0.0       0.0       0.0          0.00         38
    110        5.66        5       3       33.3         -6.0      -5.0       1.0          0.00         36
    111        5.73        6       7       10.6          0.0       0.0       0.0          1.07         37
    112        5.73       10       1       60.7          0.0       0.0       0.0          0.87          5
    113        5.73        6       8       57.2          0.0       0.0       0.0          0.75         25
    114        5.82        8       1       61.7          0.0       0.0       0.0          0.00         57
    115        5.82        2       1       35.3          0.0       0.0       0.0          0.76         51
    116        5.83        3       1       74.4          0.0       0.0       0.0          0.50         52
    117        5.91        2       1       34.3          0.0       0.0       0.0          0.91         31
    118        5.94        9       1       46.4          0.0       0.0       0.0          0.16          5
    119        6.20        7       2       38.3          0.0       0.0       0.0          0.00          8
    120        6.30        4       1       54.7          0.0       0.0       0.0          0.70         51
    121        6.31        6       7       11.5          0.0       0.0       0.0          0.19         41
    122        6.40        7       2       40.3          0.0       0.0       0.0          0.00         13
    123        6.42        6       1       66.8          0.0       0.0       0.0          0.95         16
    124        6.51        4       2       34.9          0.0       0.0       0.0          0.03         62
    125        6.52        9       1       48.4          0.0       0.0       0.0          0.51         38
    126        6.61        2       1       43.4          0.0       0.0       0.0          0.75         39
    127        6.83        9       1       60.3          0.0       0.0       0.0          0.31         40
    128        7.00       12       2       68.0          0.0       0.0       0.0          0.50         44
    129        7.01        6       7       11.5          0.0       0.0       0.0          0.46          6
    130        7.20        4       2       45.6          0.0       0.0       0.0          0.05         59
    131        7.22       10       1       48.9          0.0       0.0       0.0          0.37         58
    132        7.24        1       8        0.0          0.0       0.0       0.0          0.82         55
    133        7.29        2       1       32.0          0.0       0.0       0.0          0.84         12
    134        7.30       10       1       42.8          0.0       0.0       0.0          0.06         29
    135        7.34        2       1       27.5          0.0       0.0       0.0          0.66          1
    136        7.37       10       1       51.8          0.0       0.0       0.0          0.42         36
    137        7.37       10       1       38.8          0.0       0.0       0.0          0.34         57
    138        7.37       12       1       67.9          0.0       0.0       0.0          0.42         52
    139        7.51        1       4        0.0          0.0       0.0       0.0          0.03         46
    140        7.53        6       4       43.5          0.0       0.0       0.0          1.82         44
    141        7.54       11       1       38.8          0.0       0.0       0.0          0.40         59
    142        7.54        6       8       49.1          0.0       0.0       0.0          0.90          5
    143        7.58        8       2       41.9          0.0       0.0       0.0          0.00         29
    144        7.59       12       1       78.1          0.0       0.0       0.0          0.21         26
    145        7.61        8       2       47.8          0.0       0.0       0.0          0.00         39
    146        7.66       11       2       11.5          0.0       0.0       0.0          0.52         27
    147        7.68       10       1       57.3          0.0       0.0       0.0          0.21          6
    148        7.74        9       1       65.6          0.0       0.0       0.0          0.41         32
    149        7.74       12       2       48.8          0.0       0.0       0.0          0.48         17
    150        7.85        3       1       62.4          0.0       0.0       0.0          0.75         34

JW=  2    A=   61.54    NA=  1179    Q(I)=0.09/0.10/0.10/0.11/0.06/0.09/0.07/0.07/0.09/0.09/0.09/0.06/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    151        7.87        9       1       67.7          0.0       0.0       0.0          0.40         42
    152        7.93        1       2        0.0          0.0       0.0       0.0          0.61         43
    153        7.94        9       1       55.9          0.0       0.0       0.0          0.45         51
    154        7.94        2       1       40.0          0.0       0.0       0.0          0.39         49
    155        8.06       11       1       34.6          0.0       0.0       0.0          0.20         30
    156        8.06        8       1       57.6          0.0       0.0       0.0          0.00         14
    157        8.14        1       2        0.0          0.0       0.0       0.0          1.62         38
    158        8.15        4       2       45.5          0.0       0.0       0.0          0.08         13
    159        8.15        8       1       66.7          0.0       0.0       0.0          0.00         40
    160        8.23        2       1       36.1          0.0       0.0       0.0          0.96         32
    161        8.23        9       1       49.0          0.0       0.0       0.0          0.35         14
    162        8.28        2       1       40.5          0.0       0.0       0.0          0.53         20
    163        8.34        1       7        0.0          0.0       0.0       0.0          1.48          1
    164        8.38        3       1       73.6          0.0       0.0       0.0          0.93         60
    165        8.44       12       1       52.2          0.0       0.0       0.0          0.36         33
    166        8.56       11       2       10.4          0.0       0.0       0.0          0.29         59
    167        8.64        2       1       48.0          0.0       0.0       0.0          0.50         52
    168        8.69        3       1       53.8          0.0       0.0       0.0          0.98         19
    169        8.71        2       1       43.1          0.0       0.0       0.0          0.32         28
    170        8.74        3       1       64.5          0.0       0.0       0.0          0.50         23
    171        8.78        8       2       19.3          0.0       0.0       0.0          0.00          2
    172        8.85       12       1       55.4          0.0       0.0       0.0          0.70         10
    173        8.96        6       1       54.7          0.0       0.0       0.0          0.67         10
    174        8.99        6       1       73.9          0.0       0.0       0.0          1.04         13
    175        9.00        4       2       34.1          0.0       0.0       0.0          0.14         23
    176        9.02        9       1       49.1          0.0       0.0       0.0          0.57         56
    177        9.08       11       1       33.3          0.0       0.0       0.0          0.21          9
    178        9.10        2       1       30.0          0.0       0.0       0.0          0.69         15
    179        9.16        1       3        0.0          0.0       0.0       0.0          0.55         15
    180        9.26        9       1       65.9          0.0       0.0       0.0          0.57          9
    181        9.34        3       1       41.1          0.0       0.0       0.0          0.63         40
    182        9.40        2       1       35.4          0.0       0.0       0.0          0.51          3
    183        9.59        2       1       44.2          0.0       0.0       0.0          0.27          1
    184        9.65        2       1       40.1          0.0       0.0       0.0          0.26         47
    185        9.68        4       2       50.2          0.0       0.0       0.0          0.15          7
    186        9.78       10       1       59.5          0.0       0.0       0.0          0.51         62
    187        9.80        6       7       11.3          0.0       0.0       0.0          0.81         44
    188        9.83        1       4        0.0          0.0       0.0       0.0          0.71         41
    189        9.85        8       1       62.0          0.0       0.0       0.0          0.00         50
    190        9.87        2       1       41.4          0.0       0.0       0.0          0.71         54
    191        9.90        1       2        0.0          0.0       0.0       0.0          0.49         39
    192       10.04        4       1       50.2          0.0       0.0       0.0          0.16         11
    193       10.06        4       1       47.2          0.0       0.0       0.0          0.47         12
    194       10.11        3       1       69.0          0.0       0.0       0.0          0.40         31
    195       10.13        9       1       45.3          0.0       0.0       0.0          0.36         61
    196       10.15        3       1       58.0          0.0       0.0       0.0          0.82         36
    197       10.19        3       1       52.2          0.0       0.0       0.0          0.71         10
    198       10.20        4       1       56.5          0.0       0.0       0.0          0.59         34
    199       10.21        5       2       29.5         11.0       5.0      -3.0          0.37         15
    200       10.23       10       1       56.8          0.0       0.0       0.0          0.64         56

JW=  2    A=   61.54    NA=  1179    Q(I)=0.09/0.10/0.10/0.11/0.06/0.09/0.07/0.07/0.09/0.09/0.09/0.06/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    201       10.28       11       2       11.1          0.0       0.0       0.0          0.52          4
    202       10.34        4       1       43.3          0.0       0.0       0.0          0.59         42
    203       10.44        8       2       39.8          0.0       0.0       0.0          0.00         18
    204       10.45        7       2       32.2          0.0       0.0       0.0          0.00         42
    205       10.51        6       7       11.6          0.0       0.0       0.0          1.15         32
    206       10.56        8       1       55.2          0.0       0.0       0.0          0.00         19
    207       10.59        4       1       68.4          0.0       0.0       0.0          0.57         48
    208       10.60        5       1       39.0         16.0       8.0      -5.0          1.21         55
    209       10.61        8       1       65.4          0.0       0.0       0.0          0.00         17
    210       10.67        9       1       37.2          0.0       0.0       0.0          0.60         10
    211       10.73        2       1       20.4          0.0       0.0       0.0          0.17         45
    212       10.76        7       2       28.9          0.0       0.0       0.0          0.00         51
    213       10.95        7       2       27.4          0.0       0.0       0.0          0.00         54
    214       11.01        6       4       35.4          0.0       0.0       0.0          1.49         16
    215       11.08        9       1       51.2          0.0       0.0       0.0          0.30         34
    216       11.12        1       4        0.0          0.0       0.0       0.0          1.94         44
    217       11.22        3       1       65.3          0.0       0.0       0.0          0.74         40
    218       11.28        9       1       32.0          0.0       0.0       0.0          0.44         16
    219       11.40       12       2       22.0          0.0       0.0       0.0          0.35          6
    220       11.43        7       1       56.6          0.0       0.0       0.0          0.00         61
    221       11.51        6       6       29.9          0.0       0.0       0.0          0.87         61
