JW=  1    A=   74.38    NA=    93    Q(I)=0.07/0.02/0.16/0.20/0.12/0.04/0.05/0.10/0.14/0.06/0.01/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
      6       18.58        9       1       63.8          0.0       0.0       0.0          3.85         47
      7       27.64       11       2       12.6          0.0       0.0       0.0          2.02         46
      8       28.23       10       1       33.6          0.0       0.0       0.0          2.93         60
      9       33.19       12       2       62.4          0.0       0.0       0.0          3.08         50
     10       34.53        2       1       18.0          0.0       0.0       0.0          3.69         31
     11       34.65        5       2       33.4        -13.0      21.0     -20.0          4.33          3
     12       35.88       12       1       63.5          0.0       0.0       0.0          2.38         10
     13       43.31        6       2       63.9          0.0       0.0       0.0          3.86         31
     14       43.42        6       8       41.2          0.0       0.0       0.0          2.72         13
     15       44.49       10       1       35.4          0.0       0.0       0.0          5.09         60
     16       46.49       11       1       32.3          0.0       0.0       0.0          2.74         55
     17       50.85       12       1       50.8          0.0       0.0       0.0          3.98         55

JW= 20    A=  111.95    NA=   203    Q(I)=0.04/0.01/0.09/0.11/0.07/0.07/0.10/0.25/0.09/0.13/0.02/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
      1        0.00        4       1       60.5          0.0       0.0       0.0          1.03          7
      2        0.87        4       1       52.3          0.0       0.0       0.0          1.77         22
      3        0.95       10       1       49.8          0.0       0.0       0.0          0.73         21
      4        2.35        7       2       20.9          0.0       0.0       0.0          0.00         52
      5        2.40       10       1       40.2          0.0       0.0       0.0          2.22         39
      6        2.78        7       2       32.4          0.0       0.0       0.0          0.00         28
      7        3.53        8       1       54.3          0.0       0.0       0.0          0.00          4
      8        3.70        9       1       42.8          0.0       0.0       0.0          1.46          9
      9        5.96        9       1       48.0          0.0       0.0       0.0          0.98         49
     10        6.73        8       2       29.8          0.0       0.0       0.0          0.00         36
     11        7.38        8       2       25.1          0.0       0.0       0.0          0.00         57
     12        8.60        8       1       63.0          0.0       0.0       0.0          0.00         22
     13        9.36        6       8       37.4          0.0       0.0       0.0          2.06         62
     14        9.47        3       1       50.9          0.0       0.0       0.0          1.76         53
     15        9.59        6       7       11.4          0.0       0.0       0.0          3.47         52
     16        9.62        4       2       44.8          0.0       0.0       0.0          0.41         16
     17        9.63        8       2       29.7          0.0       0.0       0.0          0.00         42
     18        9.66        8       2       23.5          0.0       0.0       0.0          0.00         32
     19       10.24        8       1       36.1          0.0       0.0       0.0          0.00         45
     20       10.38        4       1       56.1          0.0       0.0       0.0          2.19          4
     21       10.54       10       1       54.3          0.0       0.0       0.0          0.85          5
     22       10.68       11       1       34.6          0.0       0.0       0.0          2.73         36
     23       11.04       11       1       30.3          0.0       0.0       0.0          3.35         36
     24       11.31        8       2       39.5          0.0       0.0       0.0          0.00         37
     25       12.68        4       1       59.2          0.0       0.0       0.0          4.00         46
     26       12.73       10       1       41.2          0.0       0.0       0.0          0.24          7
     27       13.03        8       2       21.5          0.0       0.0       0.0          0.00         62
     28       14.03        3       1       72.0          0.0       0.0       0.0          4.21         25
     29       14.08       10       1       34.8          0.0       0.0       0.0          1.98         59
     30       14.58        1       5        0.0          0.0       0.0       0.0          3.23         25
     31       15.52        8       1       39.4          0.0       0.0       0.0          0.00         35
     32       18.42        3       1       53.0          0.0       0.0       0.0          2.30         24
     33       18.93       11       1       39.2          0.0       0.0       0.0          1.89         38
     34       19.57        7       2       37.5          0.0       0.0       0.0          0.00         18
     35       19.81        5       1       55.8        -23.0     -11.0     -19.0          4.97         48
     36       21.63        7       1       54.2          0.0       0.0       0.0          0.00         11
     37       22.04        5       2       23.5         41.0     -52.0     -34.0          3.37         19
     38       22.29        3       1       74.4          0.0       0.0       0.0          0.14         27
     39       22.46        8       1       47.9          0.0       0.0       0.0          0.00         52
     40       22.59        5       2       33.1         20.0      22.0     -17.0          4.03         48
     41       22.60        3       1       53.1          0.0       0.0       0.0          3.05         50
     42       22.71        9       1       66.1          0.0       0.0       0.0          2.74         18
     43       23.26        8       2       23.6          0.0       0.0       0.0          0.00         25
     44       23.30        1       7        0.0          0.0       0.0       0.0          1.50          7
     45       24.74        7       2       33.1          0.0       0.0       0.0          0.00         14
     46       25.29        4       2       49.7          0.0       0.0       0.0          2.24         42
     47       25.44        8       1       40.9          0.0       0.0       0.0          0.00         53
     48       25.90       12       1       85.6          0.0       0.0       0.0          2.03         20
     49       26.24        6       3       50.9          0.0       0.0       0.0          1.12          1
     50       26.35        9       1       61.3          0.0       0.0       0.0          1.05          3

JW= 20    A=  111.95    NA=   203    Q(I)=0.04/0.01/0.09/0.11/0.07/0.07/0.10/0.25/0.09/0.13/0.02/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
     51       26.50        3       1       48.9          0.0       0.0       0.0          1.33         14
     52       26.98        8       2       24.2          0.0       0.0       0.0          0.00         44
     53       27.24        8       1       57.6          0.0       0.0       0.0          0.00          6
     54       28.24        3       1       72.0          0.0       0.0       0.0          0.00         31
     55       28.87        8       1       61.5          0.0       0.0       0.0          0.00         51
     56       29.11        8       1       52.1          0.0       0.0       0.0          0.00         54
     57       29.11        4       1       51.1          0.0       0.0       0.0          4.79          1
     58       29.47       12       1       66.2          0.0       0.0       0.0          1.44         11
     59       30.04        8       1       52.1          0.0       0.0       0.0          0.00         60
     60       30.18        4       2       30.6          0.0       0.0       0.0          3.62         61
     61       30.19        3       1       71.8          0.0       0.0       0.0          2.46         25
     62       30.48       10       1       51.9          0.0       0.0       0.0          1.52         32
     63       30.64       11       1       29.7          0.0       0.0       0.0          3.75         12
     64       31.24        5       3       34.1         37.0     -36.0     -31.0          2.49          1
     65       31.37        8       1       54.3          0.0       0.0       0.0          0.00         61
     66       31.64       11       1       34.1          0.0       0.0       0.0          1.91         19
     67       32.01        7       2       29.5          0.0       0.0       0.0          0.00         22
     68       32.45        8       2       45.5          0.0       0.0       0.0          0.00         63
     69       32.60        8       2       38.0          0.0       0.0       0.0          0.00         33
     70       32.76        9       1       63.4          0.0       0.0       0.0          2.04         15
     71       33.07        4       1       39.4          0.0       0.0       0.0          0.57         57
     72       33.44        1       4        0.0          0.0       0.0       0.0          1.79         19
     73       33.91        9       1       50.8          0.0       0.0       0.0          1.50          3
     74       34.39        4       1       29.7          0.0       0.0       0.0          3.52         49
     75       34.72        6       4       18.6          0.0       0.0       0.0          1.85         60
     76       35.49       10       1       52.2          0.0       0.0       0.0          1.13         48
     77       35.95        9       1       54.4          0.0       0.0       0.0          2.55         36
     78       36.79        3       1       65.4          0.0       0.0       0.0          2.71         50
     79       36.91        8       2       15.5          0.0       0.0       0.0          0.00         15
     80       37.11        3       1       53.1          0.0       0.0       0.0          2.71         19
     81       37.53        3       1       63.1          0.0       0.0       0.0          3.37         49
     82       38.20        9       1       34.1          0.0       0.0       0.0          2.33         47
     83       38.63        3       1       74.4          0.0       0.0       0.0          2.82         28
     84       38.85        1       2        0.0          0.0       0.0       0.0          4.49         18
     85       40.05        3       1       74.0          0.0       0.0       0.0          2.71         20
     86       43.10        4       1       39.9          0.0       0.0       0.0          5.96         53
     87       43.89       10       1       48.8          0.0       0.0       0.0          0.93         41
     88       44.35        9       1       52.7          0.0       0.0       0.0          2.22         20
     89       45.13        8       1       65.2          0.0       0.0       0.0          0.00         34
     90       45.22        5       1       48.4         13.0     -13.0     -11.0          4.15         46
     91       45.38       10       1       40.0          0.0       0.0       0.0          1.87         30
     92       46.80        3       1       72.2          0.0       0.0       0.0          4.26          7
     93       47.08        8       2       22.4          0.0       0.0       0.0          0.00         61
     94       47.12       10       1       34.6          0.0       0.0       0.0          2.23         41
     95       48.66        8       2       38.7          0.0       0.0       0.0          0.00         47
     96       49.15        9       1       42.3          0.0       0.0       0.0          1.89         17
     97       49.26        8       2       42.5          0.0       0.0       0.0          0.00         14
     98       49.27        9       1       41.2          0.0       0.0       0.0          1.06         55
     99       49.46        7       2       23.5          0.0       0.0       0.0          0.00         19
    100       50.06        5       2       36.7         70.0      62.0     -58.0          5.10         30

JW= 20    A=  111.95    NA=   203    Q(I)=0.04/0.01/0.09/0.11/0.07/0.07/0.10/0.25/0.09/0.13/0.02/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    101       50.33        6       7       10.7          0.0       0.0       0.0          3.08         29
    102       50.57        9       1       39.5          0.0       0.0       0.0          0.44         21
    103       51.17        3       1       54.8          0.0       0.0       0.0          0.96         52
    104       51.45        5       1       61.4        -24.0      13.0      20.0          1.09         59
    105       51.90        4       1       42.2          0.0       0.0       0.0          3.98         53
    106       52.46        8       2       32.7          0.0       0.0       0.0          0.00         23
    107       52.47        8       2       46.6          0.0       0.0       0.0          0.00         63
    108       52.49        9       1       40.0          0.0       0.0       0.0          0.56         24
    109       53.17        5       1       44.1         43.0     -23.0      36.0          1.33         20
    110       53.61       10       1       40.1          0.0       0.0       0.0          1.53          8
    111       55.30        3       1       57.4          0.0       0.0       0.0          2.81         11
    112       55.80       10       1       48.6          0.0       0.0       0.0          0.94         47
    113       56.22        3       1       49.1          0.0       0.0       0.0          1.43          3
    114       56.37        4       1       48.1          0.0       0.0       0.0          1.44          5
    115       56.85        8       2       17.1          0.0       0.0       0.0          0.00         43
    116       56.92        5       2       36.1        -27.0     -21.0     -22.0          2.50         10
    117       58.16        4       1       39.4          0.0       0.0       0.0          1.85         33
    118       58.35        8       2       32.4          0.0       0.0       0.0          0.00         40
    119       58.38       11       1       50.9          0.0       0.0       0.0          2.14         12
    120       59.01        4       1       52.6          0.0       0.0       0.0          0.30         41
    121       59.53        8       2       43.8          0.0       0.0       0.0          0.00          9
    122       60.05        1       6        0.0          0.0       0.0       0.0          3.38         46
    123       61.01        8       2       37.5          0.0       0.0       0.0          0.00         50
    124       61.96        1       5        0.0          0.0       0.0       0.0          3.21         40
    125       62.13        9       1       36.9          0.0       0.0       0.0          0.94         28
    126       62.23        1       6        0.0          0.0       0.0       0.0          4.09         37
    127       63.12       10       1       49.5          0.0       0.0       0.0          1.40         13
    128       63.21        5       3       21.0        -37.0      19.0     -30.0          4.53         19
    129       64.92        8       2       29.0          0.0       0.0       0.0          0.00         52
    130       65.62        4       2       28.0          0.0       0.0       0.0          1.46         15
    131       66.53        1       3        0.0          0.0       0.0       0.0          2.75         33
    132       66.62        6       7       11.2          0.0       0.0       0.0          0.98         40
    133       66.76       10       1       59.1          0.0       0.0       0.0          1.37         41
    134       67.14        4       2       25.9          0.0       0.0       0.0          1.67         61
    135       67.52        7       2       38.5          0.0       0.0       0.0          0.00         15
    136       69.28        3       1       64.5          0.0       0.0       0.0          1.12         55
    137       69.49        5       2       51.8         10.0     -11.0      -8.0          4.87         45
    138       71.49        9       1       33.7          0.0       0.0       0.0          2.22         17
    139       72.17        5       1       50.4         54.0     -69.0      44.0          2.63         29
    140       73.31        8       1       42.8          0.0       0.0       0.0          0.00         45
    141       73.43        7       1       65.5          0.0       0.0       0.0          0.00          4
    142       73.45        4       1       61.6          0.0       0.0       0.0          1.54         35
    143       74.69        8       1       52.2          0.0       0.0       0.0          0.00         18
    144       75.23        8       1       66.2          0.0       0.0       0.0          0.00         46
    145       75.83        7       2       23.3          0.0       0.0       0.0          0.00          8
    146       77.15        7       1       38.3          0.0       0.0       0.0          0.00         22
    147       77.39        9       1       46.1          0.0       0.0       0.0          1.30         18
    148       77.99        7       2       27.1          0.0       0.0       0.0          0.00         11
    149       78.91        8       2       34.7          0.0       0.0       0.0          0.00         36
    150       79.01       10       1       45.1          0.0       0.0       0.0          0.98          9

JW= 20    A=  111.95    NA=   203    Q(I)=0.04/0.01/0.09/0.11/0.07/0.07/0.10/0.25/0.09/0.13/0.02/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    151       80.35        4       1       56.5          0.0       0.0       0.0          4.02         41
    152       81.49       10       1       55.5          0.0       0.0       0.0          1.41         54
    153       82.59        3       1       56.5          0.0       0.0       0.0          3.33         47
    154       84.62        7       1       35.9          0.0       0.0       0.0          0.00         42
    155       85.08        8       2       45.7          0.0       0.0       0.0          0.00         33
    156       85.66        6       1       44.9          0.0       0.0       0.0          2.59         54
    157       86.28        4       1       41.8          0.0       0.0       0.0          0.00         40
    158       86.30        1       5        0.0          0.0       0.0       0.0          4.72         57
    159       86.36        5       2       55.4        -24.0      24.0     -20.0          2.96         18
    160       86.78        4       2       17.6          0.0       0.0       0.0          2.24         49
    161       87.40       10       1       55.7          0.0       0.0       0.0          1.25          3
    162       88.93       10       1       53.2          0.0       0.0       0.0          1.08          5
    163       89.19       12       1       34.1          0.0       0.0       0.0          1.21         31
    164       89.28        8       1       62.7          0.0       0.0       0.0          0.00         23
    165       89.35       11       2       12.1          0.0       0.0       0.0          2.47          3
    166       89.60        7       1       53.5          0.0       0.0       0.0          0.00         47
    167       89.65        9       1       43.7          0.0       0.0       0.0          1.58         35
    168       90.78       10       1       53.4          0.0       0.0       0.0          0.77         60
    169       91.02        6       3       36.0          0.0       0.0       0.0          3.59         43
    170       91.48        7       2       35.0          0.0       0.0       0.0          0.00         25
    171       91.48        6       3       24.4          0.0       0.0       0.0          1.99         19
    172       92.00        8       1       61.0          0.0       0.0       0.0          0.00         42
    173       92.52        6       5       50.0          0.0       0.0       0.0          3.94         56
    174       92.90        3       1       74.3          0.0       0.0       0.0          1.85         18
    175       93.79        8       1       51.3          0.0       0.0       0.0          0.00          7
    176       94.66        6       1       51.1          0.0       0.0       0.0          1.97          2
    177       94.96        4       2       47.9          0.0       0.0       0.0          0.86         58
    178       95.90       10       1       47.4          0.0       0.0       0.0          2.27         17
    179       96.61        4       2       44.8          0.0       0.0       0.0          2.44         52
    180       97.01        8       2       42.9          0.0       0.0       0.0          0.00          9
    181       97.66        8       1       37.2          0.0       0.0       0.0          0.00         48
    182      102.05        3       1       44.1          0.0       0.0       0.0          3.46         22
    183      102.20        6       5       37.3          0.0       0.0       0.0          4.05         16
    184      102.51        3       1       46.9          0.0       0.0       0.0          3.33         35
    185      102.75       10       1       61.4          0.0       0.0       0.0          1.05         61
    186      102.90       10       1       49.5          0.0       0.0       0.0          1.79         32
    187      103.59        4       1       61.9          0.0       0.0       0.0          4.57         47
    188      103.61        1       6        0.0          0.0       0.0       0.0          0.25         47
    189      104.51        8       1       60.4          0.0       0.0       0.0          0.00         18
    190      104.79        2       1       26.5          0.0       0.0       0.0          0.96         30
    191      104.96        3       1       50.8          0.0       0.0       0.0          2.68          4
    192      104.98        5       1       63.2         14.0     -13.0     -12.0          3.90         14
    193      105.81        6       1       74.7          0.0       0.0       0.0          4.06         51
    194      106.13        3       1       53.1          0.0       0.0       0.0          2.58         43
    195      106.76        9       1       39.9          0.0       0.0       0.0          0.49         36
    196      106.93        5       1       53.6         33.0      32.0     -27.0          3.68         45
    197      107.01        9       1       41.8          0.0       0.0       0.0          0.55         59
    198      107.72        4       2       41.8          0.0       0.0       0.0          1.92         58
    199      108.02        4       2       17.2          0.0       0.0       0.0          1.46         20
    200      109.20       10       1       57.0          0.0       0.0       0.0          1.88         47

JW= 20    A=  111.95    NA=   203    Q(I)=0.04/0.01/0.09/0.11/0.07/0.07/0.10/0.25/0.09/0.13/0.02/0.02/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    201      109.29        6       4       22.0          0.0       0.0       0.0          2.04         54
    202      109.32        1       6        0.0          0.0       0.0       0.0          1.36         21
    203      109.69        3       1       44.9          0.0       0.0       0.0          1.85         46

JW= 21    A=   64.58    NA=   358    Q(I)=0.09/0.01/0.01/0.01/0.11/0.30/0.06/0.13/0.12/0.09/0.04/0.01/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
      1        0.00        2       1       24.6          0.0       0.0       0.0          3.96          2
      2        0.04        6       2       56.8          0.0       0.0       0.0          0.21         16
      3        0.43        6       8       54.8          0.0       0.0       0.0          0.87         15
      4        0.67        6       1       54.5          0.0       0.0       0.0          1.76         13
      5        0.79        1       9        0.0          0.0       0.0       0.0          1.90         31
      6        0.82        9       1       47.3          0.0       0.0       0.0          0.02         60
      7        0.89        6       5       51.2          0.0       0.0       0.0          1.16         30
      8        0.92        8       2       40.1          0.0       0.0       0.0          0.00         33
      9        1.01       11       1       47.4          0.0       0.0       0.0          1.28         29
     10        1.55        5       3       24.4         36.0      25.0     -20.0          2.09         29
     11        1.67        1       7        0.0          0.0       0.0       0.0          1.08          1
     12        1.72        6       6       27.9          0.0       0.0       0.0          1.68         63
     13        2.34        5       1       53.6         19.0      18.0     -11.0          2.15         45
     14        2.44        1      11        0.0          0.0       0.0       0.0          5.60         36
     15        2.46        1       7        0.0          0.0       0.0       0.0          1.46         56
     16        2.50       10       1       57.6          0.0       0.0       0.0          0.18         34
     17        2.86       11       1       40.7          0.0       0.0       0.0          1.78         41
     18        3.15        6       8       50.4          0.0       0.0       0.0          1.76         43
     19        3.36        9       1       47.0          0.0       0.0       0.0          0.32         33
     20        3.60        9       1       64.2          0.0       0.0       0.0          0.00         27
     21        3.83        9       1       57.9          0.0       0.0       0.0          0.34         21
     22        3.84        8       1       60.3          0.0       0.0       0.0          0.00         28
     23        3.92        9       1       47.5          0.0       0.0       0.0          0.24          9
     24        4.19        5       3       20.6         12.0     -12.0      -7.0          2.15         53
     25        4.19        6       7       10.9          0.0       0.0       0.0          1.03         48
     26        4.37        6       7       10.3          0.0       0.0       0.0          0.85         60
     27        4.98        8       1       58.5          0.0       0.0       0.0          0.00         63
     28        5.02        1       9        0.0          0.0       0.0       0.0          1.78          6
     29        5.34        5       1       64.1        -62.0     -60.0     -34.0          1.17         16
     30        5.72        6       3       43.9          0.0       0.0       0.0          1.10         32
     31        5.79        6       4       23.0          0.0       0.0       0.0          1.55         52
     32        5.91        8       1       57.0          0.0       0.0       0.0          0.00         32
     33        6.02        8       1       62.6          0.0       0.0       0.0          0.00          3
     34        6.04        1       4        0.0          0.0       0.0       0.0          2.46         41
     35        6.36        5       2       51.5        -27.0     -27.0     -14.0          0.87         58
     36        6.55        9       1       42.8          0.0       0.0       0.0          0.49         28
     37        6.55       10       1       62.9          0.0       0.0       0.0          0.27         35
     38        6.93        9       1       42.2          0.0       0.0       0.0          0.36         52
     39        7.02        5       2       43.3        -14.0     -13.0      -8.0          1.30         48
     40        7.13        7       1       45.1          0.0       0.0       0.0          0.00          1
     41        7.47        8       2       33.5          0.0       0.0       0.0          0.00         22
     42        7.65        1       3        0.0          0.0       0.0       0.0          3.29          1
     43        7.93        5       1       63.2         38.0      29.0      21.0          1.27         20
     44        8.13        5       2       56.0         18.0      19.0     -10.0          1.73         63
     45        8.18        6       8       79.5          0.0       0.0       0.0          1.28         17
     46        8.22        6       6       26.6          0.0       0.0       0.0          0.64          4
     47        8.29        6       8       76.7          0.0       0.0       0.0          0.95          6
     48        8.30       10       1       56.6          0.0       0.0       0.0          0.52         24
     49        8.33        7       1       44.0          0.0       0.0       0.0          0.00         47
     50        8.39        9       1       58.1          0.0       0.0       0.0          0.37         57

JW= 21    A=   64.58    NA=   358    Q(I)=0.09/0.01/0.01/0.01/0.11/0.30/0.06/0.13/0.12/0.09/0.04/0.01/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
     51        8.82        6       5       37.7          0.0       0.0       0.0          1.16         28
     52        8.89       10       1       60.6          0.0       0.0       0.0          0.26         20
     53        9.10        1       5        0.0          0.0       0.0       0.0          3.30         41
     54        9.24       10       1       37.8          0.0       0.0       0.0          0.82         46
     55        9.36        6       1       64.9          0.0       0.0       0.0          1.25          3
     56        9.45        5       2       58.5         25.0     -15.0      14.0          0.96         42
     57        9.82        9       1       53.2          0.0       0.0       0.0          0.43         32
     58        9.93        9       1       37.3          0.0       0.0       0.0          0.12         42
     59       10.29       10       1       43.4          0.0       0.0       0.0          0.56          1
     60       10.69        6       7       10.6          0.0       0.0       0.0          0.91          8
     61       11.32        1       3        0.0          0.0       0.0       0.0          3.18         11
     62       11.34        9       1       48.1          0.0       0.0       0.0          0.46         14
     63       12.03        1       3        0.0          0.0       0.0       0.0          3.28         57
     64       12.27        6       6       29.9          0.0       0.0       0.0          1.80         12
     65       12.33        9       1       36.6          0.0       0.0       0.0          0.42          2
     66       12.49        6       7       11.2          0.0       0.0       0.0          0.74         57
     67       12.54        5       2       46.8        -35.0      18.0     -20.0          2.27         29
     68       12.82        5       1       67.2        -32.0      32.0      18.0          2.02         52
     69       12.97        5       1       47.5          0.0       0.0       0.0          1.14          9
     70       12.99        1       2        0.0          0.0       0.0       0.0          2.97         60
     71       13.03        6       7       12.1          0.0       0.0       0.0          0.29          6
     72       13.27        8       1       57.1          0.0       0.0       0.0          0.00         19
     73       13.42        1       3        0.0          0.0       0.0       0.0          0.00         47
     74       13.45        6       8       60.3          0.0       0.0       0.0          1.79         17
     75       13.49        6       1       65.3          0.0       0.0       0.0          1.86         46
     76       13.52        7       2       33.8          0.0       0.0       0.0          0.00         24
     77       13.59        7       1       59.4          0.0       0.0       0.0          0.00         20
     78       13.93        1       9        0.0          0.0       0.0       0.0          1.93          1
     79       14.41        6       4       42.0          0.0       0.0       0.0          1.69         34
     80       14.62        1       8        0.0          0.0       0.0       0.0          2.48         49
     81       14.86        8       1       64.6          0.0       0.0       0.0          0.00         12
     82       15.09       10       1       51.0          0.0       0.0       0.0          0.18         24
     83       15.26       10       1       51.2          0.0       0.0       0.0          0.67          5
     84       15.35       10       1       58.8          0.0       0.0       0.0          0.17          9
     85       15.48        8       2       30.3          0.0       0.0       0.0          0.00          9
     86       15.55       10       1       54.0          0.0       0.0       0.0          0.64         28
     87       15.63        8       2       22.3          0.0       0.0       0.0          0.00         24
     88       15.79        5       2       43.1        -23.0     -16.0     -13.0          1.07         20
     89       15.79        9       1       33.5          0.0       0.0       0.0          0.16         30
     90       15.81        6       8       64.0          0.0       0.0       0.0          0.90         26
     91       16.01        6       7       10.9          0.0       0.0       0.0          0.62         41
     92       16.08        1       5        0.0          0.0       0.0       0.0          4.72         12
     93       16.39        6       3       46.9          0.0       0.0       0.0          0.24         37
     94       16.50       11       2       12.3          0.0       0.0       0.0          1.08         12
     95       16.73       12       1       35.3          0.0       0.0       0.0          4.81         33
     96       16.84        9       1       36.2          0.0       0.0       0.0          0.36          9
     97       17.02       10       1       51.8          0.0       0.0       0.0          0.72         35
     98       17.19        6       3       26.8          0.0       0.0       0.0          1.09         30
     99       17.73       11       1       52.3          0.0       0.0       0.0          0.97         41
    100       17.88        9       1       32.8          0.0       0.0       0.0          0.13          5

JW= 21    A=   64.58    NA=   358    Q(I)=0.09/0.01/0.01/0.01/0.11/0.30/0.06/0.13/0.12/0.09/0.04/0.01/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    101       18.05        8       2       17.4          0.0       0.0       0.0          0.00         38
    102       18.22       10       1       40.6          0.0       0.0       0.0          0.21          6
    103       18.31        8       1       66.6          0.0       0.0       0.0          0.00          6
    104       18.45       11       1       47.0          0.0       0.0       0.0          1.74         37
    105       18.80        8       1       62.0          0.0       0.0       0.0          0.00         48
    106       18.95        8       1       48.2          0.0       0.0       0.0          0.00         60
    107       19.01        8       2       21.2          0.0       0.0       0.0          0.00         21
    108       19.15        8       1       59.3          0.0       0.0       0.0          0.00         10
    109       19.19        5       1       78.1         37.0      37.0     -21.0          1.48         60
    110       19.35        1       6        0.0          0.0       0.0       0.0          2.08         13
    111       19.56        1       5        0.0          0.0       0.0       0.0          1.90          1
    112       19.75       12       2       64.0          0.0       0.0       0.0          3.21         12
    113       19.96        3       1       57.1          0.0       0.0       0.0          5.57         34
    114       20.15        6       5       50.1          0.0       0.0       0.0          0.72         56
    115       20.25        6       2       45.0          0.0       0.0       0.0          0.30         10
    116       20.28        8       2       19.8          0.0       0.0       0.0          0.00         11
    117       20.31        8       1       54.1          0.0       0.0       0.0          0.00          5
    118       20.52        1       6        0.0          0.0       0.0       0.0          1.08         40
    119       20.56        6       1       62.6          0.0       0.0       0.0          1.65         42
    120       20.61        8       1       63.6          0.0       0.0       0.0          0.00         36
    121       20.67        4       1       55.0          0.0       0.0       0.0          7.29         19
    122       20.81        1      10        0.0          0.0       0.0       0.0          1.74         33
    123       20.81        1       8        0.0          0.0       0.0       0.0          2.12         24
    124       21.22        5       1       64.8        -55.0     -31.0      31.0          0.64         35
    125       21.23        8       2       22.6          0.0       0.0       0.0          0.00          8
    126       21.29        6       2       35.8          0.0       0.0       0.0          0.98         23
    127       21.32        8       2       44.3          0.0       0.0       0.0          0.00         15
    128       21.33        8       1       53.2          0.0       0.0       0.0          0.00         51
    129       21.37        6       2       70.5          0.0       0.0       0.0          2.07         54
    130       21.56        6       4       45.6          0.0       0.0       0.0          0.94         21
    131       21.56        9       1       34.8          0.0       0.0       0.0          0.17         53
    132       21.80        5       1       59.2        -27.0     -20.0     -15.0          0.75         44
    133       22.18        6       6       45.2          0.0       0.0       0.0          1.02         53
    134       22.20       10       1       35.2          0.0       0.0       0.0          0.29         24
    135       22.44        1       3        0.0          0.0       0.0       0.0          1.78         36
    136       22.74       11       1       37.0          0.0       0.0       0.0          2.32         56
    137       22.98        8       2       29.7          0.0       0.0       0.0          0.00         42
    138       23.01       11       1       32.7          0.0       0.0       0.0          0.75         55
    139       23.15       10       1       40.5          0.0       0.0       0.0          0.63         34
    140       23.38        9       1       36.0          0.0       0.0       0.0          0.46         15
    141       23.40        5       1       43.4         25.0     -28.0      14.0          0.61          6
    142       23.82        9       1       37.5          0.0       0.0       0.0          0.12         61
    143       24.41        6       3       25.1          0.0       0.0       0.0          0.75         42
    144       24.58        6       1       46.5          0.0       0.0       0.0          1.49         42
    145       24.88        5       1       66.8        -33.0      32.0     -18.0          1.04         43
    146       25.14        5       1       58.8         -9.0       5.0      -5.0          0.55         33
    147       25.41        8       2       27.5          0.0       0.0       0.0          0.00         55
    148       25.49       10       1       46.3          0.0       0.0       0.0          0.72         50
    149       26.28       10       1       42.1          0.0       0.0       0.0          0.82         54
    150       26.31        6       8       60.6          0.0       0.0       0.0          1.15          8

JW= 21    A=   64.58    NA=   358    Q(I)=0.09/0.01/0.01/0.01/0.11/0.30/0.06/0.13/0.12/0.09/0.04/0.01/

      N        START     CLASS    INSTRM    PITCH      GLISS1    GLISS2    GLISS3        DURATION     DYNAM
    151       26.49        1       2        0.0          0.0       0.0       0.0          3.13         38
    152       26.86        6       6       42.1          0.0       0.0       0.0          2.00         55
    153       27.00       10       1       38.4          0.0       0.0       0.0          0.26         52
    154       27.09        6       8       69.6          0.0       0.0       0.0          0.44         30
    155       27.16        8       1       54.6          0.0       0.0       0.0          0.00          4
    156       27.19        8       1       47.2          0.0       0.0       0.0          0.00         58
    157       27.80       10       1       57.2          0.0       0.0       0.0          0.48         36
    158       27.96        6       6       38.7          0.0       0.0       0.0          1.53          8
    159       28.59        1       1        0.0          0.0       0.0       0.0          1.32         61
    160       28.79        5       1       82.8         10.0       8.0      -5.0          2.18         56
    161       28.86        5       2       39.1        -53.0     -49.0      29.0          2.01          2
    162       28.90        8       2       15.9          0.0       0.0       0.0          0.00         37
    163       28.91        6       2       41.5          0.0       0.0       0.0          0.31         17
    164       28.92        4       1       57.9          0.0       0.0       0.0          7.37         56
    165       29.05        9       1       34.7          0.0       0.0       0.0          0.33          5
    166       29.18        5       1       82.3         51.0      31.0     -29.0          0.78         58
    167       29.38        9       1       38.4          0.0       0.0       0.0          0.09         44
    168       29.49        1       3        0.0          0.0       0.0       0.0          0.09         42
    169       29.75        6       5       49.5          0.0       0.0       0.0          1.03          1
